Layer,Threshold,ThresholdLabel,Year,ParamCount,ActiveParamCount,TotalTrades,WinTrades,WinRate,NetPoints,NetProfitTWD,TotalReturnRate,MDDNetPointsSum,MDDRateSum,MDDNetPointsMax,MDDRateMax
小台日盤 比例,0.5,勝率 > 50%,2020,84,58,166,101,0.608433734939759,304.12000000000006,15206.0,0.060824,613.4200000000001,0.122684,99.56,0.019912
小台日盤 比例,0.5,勝率 > 50%,2021,84,41,101,75,0.7425742574257426,935.44,46772.0,0.187088,562.72,0.112544,79.4,0.01588
小台日盤 比例,0.5,勝率 > 50%,2022,84,7,10,7,0.7,22.08,1104.0,0.004416,30.96,0.006192,15.44,0.003088
小台日盤 比例,0.5,勝率 > 50%,2023,84,1,1,1,1.0,2.6,130.0,0.00052,0.0,0.0,0.0,0.0
小台日盤 比例,0.5,勝率 > 50%,2024,84,21,47,33,0.7021276595744681,366.24,18312.0,0.073248,284.24,0.056848,48.56,0.009712
小台日盤 比例,0.5,勝率 > 50%,2025,84,26,41,29,0.7073170731707317,314.54,15727.0,0.062908,251.54,0.050308,92.04,0.018408
小台日盤 比例,0.5,勝率 > 50%,2026,84,24,58,40,0.6896551724137931,867.7199999999998,43385.99999999999,0.1735439999999999,556.12,0.111224,106.43999999999998,0.0212879999999999
小台日盤 比例,0.6,勝率 > 60%,2020,71,45,64,53,0.828125,488.36000000000007,24418.0,0.097672,103.0,0.0206,30.08,0.006016
小台日盤 比例,0.6,勝率 > 60%,2021,71,30,43,35,0.813953488372093,487.56,24378.0,0.097512,283.0,0.0566,79.4,0.01588
小台日盤 比例,0.6,勝率 > 60%,2022,71,3,3,3,1.0,23.16,1158.0,0.004632,0.0,0.0,0.0,0.0
小台日盤 比例,0.6,勝率 > 60%,2023,71,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
小台日盤 比例,0.6,勝率 > 60%,2024,71,11,15,14,0.9333333333333332,356.96000000000004,17848.0,0.071392,46.52,0.009304,46.52,0.009304
小台日盤 比例,0.6,勝率 > 60%,2025,71,16,19,18,0.9473684210526316,392.56000000000006,19628.0,0.078512,8.4,0.00168,8.4,0.00168
小台日盤 比例,0.6,勝率 > 60%,2026,71,13,15,11,0.7333333333333333,358.8399999999999,17942.0,0.071768,101.28,0.020256,35.0,0.007
小台日盤 比例,0.7,勝率 > 70%,2020,62,37,51,46,0.9019607843137256,468.44000000000005,23422.0,0.093688,45.44,0.009088,30.08,0.006016
小台日盤 比例,0.7,勝率 > 70%,2021,62,25,37,31,0.8378378378378378,508.8,25440.0,0.10176,180.2,0.03604,79.4,0.01588
小台日盤 比例,0.7,勝率 > 70%,2022,62,2,2,2,1.0,17.44,872.0,0.003488,0.0,0.0,0.0,0.0
小台日盤 比例,0.7,勝率 > 70%,2023,62,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
小台日盤 比例,0.7,勝率 > 70%,2024,62,9,13,12,0.9230769230769232,330.0400000000001,16502.0,0.066008,46.52,0.009304,46.52,0.009304
小台日盤 比例,0.7,勝率 > 70%,2025,62,14,17,16,0.9411764705882352,323.44,16172.0,0.064688,8.4,0.00168,8.4,0.00168
小台日盤 比例,0.7,勝率 > 70%,2026,62,10,12,9,0.75,277.32,13866.0,0.055464,66.28,0.013256,28.24,0.005648
小台日盤 比例,0.8,勝率 > 80%,2020,52,30,33,33,1.0,345.6,17280.0,0.06912,0.0,0.0,0.0,0.0
小台日盤 比例,0.8,勝率 > 80%,2021,52,17,22,20,0.9090909090909092,452.36,22618.0,0.090472,62.72,0.012544,31.36,0.006272
小台日盤 比例,0.8,勝率 > 80%,2022,52,2,2,2,1.0,17.44,872.0,0.003488,0.0,0.0,0.0,0.0
小台日盤 比例,0.8,勝率 > 80%,2023,52,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
小台日盤 比例,0.8,勝率 > 80%,2024,52,7,11,11,1.0,336.08000000000004,16804.0,0.067216,0.0,0.0,0.0,0.0
小台日盤 比例,0.8,勝率 > 80%,2025,52,7,9,8,0.8888888888888888,172.04000000000002,8602.0,0.034408,8.4,0.00168,8.4,0.00168
小台日盤 比例,0.8,勝率 > 80%,2026,52,4,4,4,1.0,195.6,9780.0,0.03912,0.0,0.0,0.0,0.0
小台日盤 比例,0.9,勝率 > 90%,2020,49,27,27,27,1.0,262.28,13114.0,0.052456,0.0,0.0,0.0,0.0
小台日盤 比例,0.9,勝率 > 90%,2021,49,14,15,15,1.0,440.88,22044.0,0.088176,0.0,0.0,0.0,0.0
小台日盤 比例,0.9,勝率 > 90%,2022,49,1,1,1,1.0,9.72,486.00000000000006,0.001944,0.0,0.0,0.0,0.0
小台日盤 比例,0.9,勝率 > 90%,2023,49,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
小台日盤 比例,0.9,勝率 > 90%,2024,49,5,7,7,1.0,232.24,11612.0,0.046448,0.0,0.0,0.0,0.0
小台日盤 比例,0.9,勝率 > 90%,2025,49,6,7,7,1.0,156.92000000000002,7846.0,0.031384,0.0,0.0,0.0,0.0
小台日盤 比例,0.9,勝率 > 90%,2026,49,4,4,4,1.0,195.6,9780.0,0.03912,0.0,0.0,0.0,0.0
小台日盤 比例,1.0,勝率 = 100%,2020,49,27,27,27,1.0,262.28,13114.0,0.052456,0.0,0.0,0.0,0.0
小台日盤 比例,1.0,勝率 = 100%,2021,49,14,15,15,1.0,440.88,22044.0,0.088176,0.0,0.0,0.0,0.0
小台日盤 比例,1.0,勝率 = 100%,2022,49,1,1,1,1.0,9.72,486.00000000000006,0.001944,0.0,0.0,0.0,0.0
小台日盤 比例,1.0,勝率 = 100%,2023,49,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
小台日盤 比例,1.0,勝率 = 100%,2024,49,5,7,7,1.0,232.24,11612.0,0.046448,0.0,0.0,0.0,0.0
小台日盤 比例,1.0,勝率 = 100%,2025,49,6,7,7,1.0,156.92000000000002,7846.0,0.031384,0.0,0.0,0.0,0.0
小台日盤 比例,1.0,勝率 = 100%,2026,49,4,4,4,1.0,195.6,9780.0,0.03912,0.0,0.0,0.0,0.0
小台全日 比例,0.5,勝率 > 50%,2019,141,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
小台全日 比例,0.5,勝率 > 50%,2020,141,65,227,129,0.5682819383259912,132.32000000000016,6616.0000000000055,0.026464,920.9,0.18418,105.43999999999998,0.0210879999999999
小台全日 比例,0.5,勝率 > 50%,2021,141,29,57,38,0.6666666666666666,264.56000000000006,13228.0,0.052912,441.36,0.0882719999999999,79.4,0.01588
小台全日 比例,0.5,勝率 > 50%,2022,141,17,24,16,0.6666666666666666,182.40000000000003,9120.0,0.03648,61.11999999999999,0.0122239999999999,20.24,0.0040479999999999
小台全日 比例,0.5,勝率 > 50%,2023,141,4,4,4,1.0,129.64,6482.0,0.025928,0.0,0.0,0.0,0.0
小台全日 比例,0.5,勝率 > 50%,2024,141,38,68,50,0.7352941176470589,931.32,46566.0,0.186264,291.96,0.0583919999999999,65.56,0.013112
小台全日 比例,0.5,勝率 > 50%,2025,141,74,142,98,0.6901408450704225,2543.72,127186.0,0.508744,977.04,0.195408,273.6,0.05472
小台全日 比例,0.5,勝率 > 50%,2026,141,48,121,85,0.7024793388429752,6438.679999999999,321934.0,1.287736,1762.56,0.352512,602.36,0.120472
小台全日 比例,0.6,勝率 > 60%,2019,115,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
小台全日 比例,0.6,勝率 > 60%,2020,115,40,70,55,0.7857142857142857,367.02,18351.0,0.073404,197.36,0.039472,38.24,0.007648
小台全日 比例,0.6,勝率 > 60%,2021,115,14,21,14,0.6666666666666666,41.63999999999999,2081.9999999999995,0.0083279999999999,262.44,0.052488,79.4,0.01588
小台全日 比例,0.6,勝率 > 60%,2022,115,9,9,7,0.7777777777777778,176.4,8820.0,0.03528,4.56,0.0009119999999999,2.28,0.0004559999999999
小台全日 比例,0.6,勝率 > 60%,2023,115,3,3,3,1.0,127.04,6352.0,0.025408,0.0,0.0,0.0,0.0
小台全日 比例,0.6,勝率 > 60%,2024,115,21,26,26,1.0,805.6800000000001,40284.0,0.161136,0.0,0.0,0.0,0.0
小台全日 比例,0.6,勝率 > 60%,2025,115,49,55,49,0.8909090909090909,2196.08,109804.0,0.439216,122.8,0.02456,64.44,0.012888
小台全日 比例,0.6,勝率 > 60%,2026,115,29,35,32,0.9142857142857144,5966.379999999999,298319.0,1.193276,151.39999999999998,0.0302799999999999,91.32,0.018264
小台全日 比例,0.7,勝率 > 70%,2019,102,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
小台全日 比例,0.7,勝率 > 70%,2020,102,29,40,36,0.9,328.14,16407.0,0.065628,72.28,0.014456,30.08,0.006016
小台全日 比例,0.7,勝率 > 70%,2021,102,8,8,7,0.875,189.26,9463.0,0.037852,12.34,0.002468,12.34,0.002468
小台全日 比例,0.7,勝率 > 70%,2022,102,6,6,6,1.0,171.24,8562.0,0.034248,0.0,0.0,0.0,0.0
小台全日 比例,0.7,勝率 > 70%,2023,102,3,3,3,1.0,127.04,6352.0,0.025408,0.0,0.0,0.0,0.0
小台全日 比例,0.7,勝率 > 70%,2024,102,15,18,18,1.0,620.84,31042.0,0.124168,0.0,0.0,0.0,0.0
小台全日 比例,0.7,勝率 > 70%,2025,102,42,45,44,0.9777777777777776,2209.64,110482.0,0.441928,21.48,0.004296,21.48,0.004296
小台全日 比例,0.7,勝率 > 70%,2026,102,21,22,22,1.0,5681.860000000001,284093.0,1.136372,0.0,0.0,0.0,0.0
小台全日 比例,0.8,勝率 > 80%,2019,98,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
小台全日 比例,0.8,勝率 > 80%,2020,98,25,32,31,0.96875,286.74,14337.0,0.057348,30.08,0.006016,30.08,0.006016
小台全日 比例,0.8,勝率 > 80%,2021,98,7,7,7,1.0,201.6,10080.0,0.04032,0.0,0.0,0.0,0.0
小台全日 比例,0.8,勝率 > 80%,2022,98,6,6,6,1.0,171.24,8562.0,0.034248,0.0,0.0,0.0,0.0
小台全日 比例,0.8,勝率 > 80%,2023,98,2,2,2,1.0,121.36,6068.0,0.024272,0.0,0.0,0.0,0.0
小台全日 比例,0.8,勝率 > 80%,2024,98,13,14,14,1.0,499.96,24998.0,0.099992,0.0,0.0,0.0,0.0
小台全日 比例,0.8,勝率 > 80%,2025,98,40,43,42,0.9767441860465116,2095.6,104780.0,0.41912,21.48,0.004296,21.48,0.004296
小台全日 比例,0.8,勝率 > 80%,2026,98,20,21,21,1.0,5635.219999999999,281761.0,1.127044,0.0,0.0,0.0,0.0
小台全日 比例,0.9,勝率 > 90%,2019,96,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
小台全日 比例,0.9,勝率 > 90%,2020,96,23,24,24,1.0,229.78000000000003,11489.0,0.045956,0.0,0.0,0.0,0.0
小台全日 比例,0.9,勝率 > 90%,2021,96,6,6,6,1.0,164.95999999999998,8248.0,0.032992,0.0,0.0,0.0,0.0
小台全日 比例,0.9,勝率 > 90%,2022,96,6,6,6,1.0,171.24,8562.0,0.034248,0.0,0.0,0.0,0.0
小台全日 比例,0.9,勝率 > 90%,2023,96,2,2,2,1.0,121.36,6068.0,0.024272,0.0,0.0,0.0,0.0
小台全日 比例,0.9,勝率 > 90%,2024,96,13,14,14,1.0,499.96,24998.0,0.099992,0.0,0.0,0.0,0.0
小台全日 比例,0.9,勝率 > 90%,2025,96,38,39,39,1.0,2008.42,100421.0,0.401684,0.0,0.0,0.0,0.0
小台全日 比例,0.9,勝率 > 90%,2026,96,19,19,19,1.0,5571.74,278587.0,1.114348,0.0,0.0,0.0,0.0
小台全日 比例,1.0,勝率 = 100%,2019,96,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
小台全日 比例,1.0,勝率 = 100%,2020,96,23,24,24,1.0,229.78000000000003,11489.0,0.045956,0.0,0.0,0.0,0.0
小台全日 比例,1.0,勝率 = 100%,2021,96,6,6,6,1.0,164.95999999999998,8248.0,0.032992,0.0,0.0,0.0,0.0
小台全日 比例,1.0,勝率 = 100%,2022,96,6,6,6,1.0,171.24,8562.0,0.034248,0.0,0.0,0.0,0.0
小台全日 比例,1.0,勝率 = 100%,2023,96,2,2,2,1.0,121.36,6068.0,0.024272,0.0,0.0,0.0,0.0
小台全日 比例,1.0,勝率 = 100%,2024,96,13,14,14,1.0,499.96,24998.0,0.099992,0.0,0.0,0.0,0.0
小台全日 比例,1.0,勝率 = 100%,2025,96,38,39,39,1.0,2008.42,100421.0,0.401684,0.0,0.0,0.0,0.0
小台全日 比例,1.0,勝率 = 100%,2026,96,19,19,19,1.0,5571.74,278587.0,1.114348,0.0,0.0,0.0,0.0
大台日盤 比例,0.5,勝率 > 50%,2020,130,95,310,202,0.6516129032258065,683.415,136683.0,0.136683,899.1699999999998,0.1798339999999999,70.355,0.014071
大台日盤 比例,0.5,勝率 > 50%,2021,130,51,174,108,0.6206896551724138,1306.455,261291.0,0.261291,832.2150000000001,0.166443,108.01,0.021602
大台日盤 比例,0.5,勝率 > 50%,2022,130,20,32,16,0.5,-51.39,-10278.0,-0.010278,176.51,0.035302,42.65,0.00853
大台日盤 比例,0.5,勝率 > 50%,2023,130,2,2,2,1.0,11.94,2388.0,0.002388,0.0,0.0,0.0,0.0
大台日盤 比例,0.5,勝率 > 50%,2024,130,50,101,58,0.5742574257425742,132.81000000000006,26562.000000000004,0.026562,1109.895,0.221979,118.155,0.023631
